age	job	marital	education	default	balance	housing	loan	contact	duration	campaign	previous	y
30	technician	single	secondary	no	363	yes	no	unknown	136	8	0	no
29	management	single	secondary	no	584	yes	no	unknown	541	19	0	no
60	management	married	primary	no	21292	no	no	unknown	242	6	0	no
49	retired	married	primary	no	1381	no	no	unknown	73	2	0	no
36	blue-collar	single	secondary	no	2962	yes	yes	unknown	181	2	0	no
49	services	divorced	secondary	no	3250	no	no	unknown	32	3	0	no
55	entrepreneur	divorced	tertiary	no	461	yes	yes	unknown	267	3	0	no
57	management	divorced	unknown	no	0	no	no	unknown	235	2	0	no
37	services	married	secondary	no	3321	no	no	unknown	215	3	0	no
37	management	single	tertiary	no	400	yes	no	unknown	244	1	0	no
41	admin.	married	tertiary	no	1287	no	no	unknown	286	1	0	no
51	self-employed	married	tertiary	no	2007	no	no	unknown	1021	1	0	no
40	admin.	married	secondary	no	538	no	no	unknown	167	2	0	no
51	management	single	secondary	no	1610	yes	no	unknown	1248	3	0	yes
47	technician	married	tertiary	yes	-813	yes	yes	unknown	179	25	0	no
59	retired	married	primary	no	0	no	no	unknown	39	1	0	no
38	services	married	secondary	no	1559	no	no	unknown	162	1	0	no
39	management	married	secondary	no	2198	no	no	unknown	418	1	0	no
36	management	single	tertiary	no	317	no	no	unknown	348	1	0	no
36	housemaid	married	tertiary	yes	-1941	yes	no	unknown	505	1	0	no
53	technician	single	secondary	yes	-435	yes	yes	unknown	131	2	0	no
45	technician	married	tertiary	no	533	yes	no	unknown	332	2	0	no
46	blue-collar	married	tertiary	no	993	yes	no	unknown	78	1	0	no
50	blue-collar	married	secondary	no	887	no	no	unknown	287	1	0	no
37	services	married	secondary	no	1092	no	no	unknown	266	1	0	no
55	technician	married	unknown	no	0	no	no	unknown	153	1	0	no
55	entrepreneur	divorced	primary	no	29	no	no	unknown	500	1	0	no
39	admin.	married	primary	no	237	no	no	unknown	215	2	0	no
48	unknown	married	unknown	no	3940	no	no	unknown	298	6	0	no
35	admin.	single	primary	no	2355	yes	no	unknown	101	1	0	no
39	self-employed	single	tertiary	no	0	no	no	unknown	13	1	0	no
53	blue-collar	married	primary	no	4641	no	no	unknown	356	2	0	no
39	admin.	divorced	secondary	no	952	yes	no	unknown	62	1	0	no
38	services	divorced	secondary	no	439	no	no	unknown	50	1	0	no
58	entrepreneur	married	secondary	no	2	no	no	unknown	684	1	0	no
35	blue-collar	single	primary	no	3751	no	no	unknown	193	1	0	no
50	blue-collar	married	unknown	no	0	no	no	unknown	599	3	0	no
37	services	single	secondary	no	1175	yes	no	unknown	92	2	0	no
56	admin.	single	secondary	no	-13	no	no	unknown	52	3	0	no
59	blue-collar	married	primary	no	416	no	no	unknown	92	3	0	no
39	housemaid	married	primary	no	15352	no	no	unknown	99	1	0	no
58	blue-collar	married	primary	no	96	no	no	unknown	76	3	0	no
53	retired	married	secondary	no	136	no	no	unknown	254	1	0	no
43	services	divorced	unknown	no	159	no	no	unknown	112	4	0	no
50	housemaid	married	primary	no	4	no	no	unknown	51	1	0	no
35	admin.	married	secondary	no	4698	yes	no	unknown	359	1	0	no
47	admin.	married	secondary	no	4307	no	no	unknown	88	1	0	no
52	blue-collar	divorced	primary	no	1250	no	no	unknown	342	1	0	no
44	technician	married	secondary	no	0	no	no	unknown	78	1	0	no
51	blue-collar	married	secondary	no	33	no	yes	unknown	721	3	0	yes
57	technician	divorced	secondary	no	145	no	yes	unknown	420	4	0	no
52	blue-collar	married	secondary	no	167	no	no	unknown	163	1	0	no
59	services	married	primary	no	31	no	no	unknown	41	3	0	no
50	management	married	tertiary	no	3191	no	no	unknown	535	2	0	no
37	admin.	single	tertiary	no	12581	no	no	unknown	155	4	0	no
53	entrepreneur	divorced	tertiary	no	196	yes	no	unknown	178	7	0	no
36	admin.	married	secondary	no	1295	no	no	unknown	232	3	0	no
39	blue-collar	married	primary	no	4608	yes	no	unknown	36	1	0	no
41	blue-collar	married	secondary	no	-100	yes	no	unknown	20	21	0	no
35	blue-collar	married	secondary	no	-281	yes	no	unknown	15	15	0	no
41	entrepreneur	married	tertiary	no	373	no	no	unknown	87	3	0	no
45	management	married	tertiary	no	203	no	no	unknown	202	4	0	no
38	admin.	single	secondary	no	439	no	no	unknown	359	4	0	no
53	blue-collar	married	secondary	no	1093	yes	yes	unknown	244	3	0	no
35	blue-collar	married	unknown	no	75	yes	no	unknown	169	1	0	no
46	technician	married	secondary	no	536	yes	no	unknown	750	2	0	yes
35	technician	single	tertiary	no	756	yes	no	unknown	14	14	0	no
49	management	married	tertiary	no	2005	no	no	unknown	81	4	0	no
40	services	married	unknown	no	4075	yes	no	unknown	162	3	0	no
47	blue-collar	married	secondary	no	4840	no	no	unknown	53	1	0	no
55	housemaid	married	primary	no	3680	no	no	unknown	131	1	0	no
53	self-employed	married	tertiary	no	2627	yes	yes	unknown	18	30	0	no
55	management	married	tertiary	no	0	no	no	unknown	607	2	0	no
54	technician	divorced	unknown	no	1725	no	no	unknown	216	3	0	no
53	services	single	secondary	no	725	yes	no	unknown	227	4	0	no
42	blue-collar	married	primary	no	1752	yes	no	unknown	19	21	0	no
38	management	single	tertiary	no	93	yes	yes	unknown	394	3	0	no
38	management	married	tertiary	no	7124	no	no	unknown	301	6	0	no
37	admin.	married	tertiary	no	2741	no	no	unknown	204	4	0	no
38	admin.	married	secondary	no	1116	yes	yes	unknown	406	2	0	no
44	management	married	tertiary	no	647	no	no	unknown	226	2	0	no
35	services	married	unknown	no	2	no	no	unknown	221	1	0	no
51	admin.	married	secondary	no	-192	no	no	unknown	176	3	0	no
36	admin.	single	secondary	no	16	no	no	unknown	119	2	0	no
41	management	divorced	secondary	no	0	no	no	unknown	126	3	0	no
49	blue-collar	married	unknown	no	3096	no	no	unknown	147	2	0	no
51	blue-collar	married	primary	no	5050	no	yes	unknown	75	7	0	no
49	entrepreneur	married	tertiary	no	388	yes	no	unknown	142	2	0	no
37	management	married	tertiary	no	0	no	no	unknown	637	6	0	yes
45	housemaid	married	primary	no	938	no	no	unknown	103	3	0	no
39	housemaid	married	tertiary	no	240	yes	no	unknown	17	25	0	no
36	entrepreneur	married	tertiary	no	3057	no	no	unknown	2769	4	0	yes
39	management	married	tertiary	no	-1212	yes	no	unknown	26	18	0	no
33	self-employed	married	tertiary	no	6	no	no	unknown	141	6	0	no
42	technician	single	tertiary	no	671	yes	no	unknown	14	20	0	no
58	unemployed	single	primary	no	278	no	no	unknown	1009	5	0	no
36	blue-collar	single	primary	no	736	yes	no	unknown	323	2	0	no
41	entrepreneur	married	primary	no	0	no	no	unknown	630	2	0	no
42	management	married	secondary	no	2580	yes	no	unknown	154	3	0	no
54	unknown	married	secondary	no	1241	no	no	unknown	97	6	0	no
40	admin.	married	secondary	no	0	no	no	unknown	368	12	0	no
39	management	married	secondary	no	2445	no	no	unknown	303	5	0	no
54	technician	married	tertiary	no	417	yes	no	unknown	375	2	0	no
57	management	divorced	unknown	no	0	no	no	unknown	335	3	0	no
38	entrepreneur	married	secondary	no	-272	no	yes	unknown	143	2	0	no
51	admin.	married	secondary	no	2967	no	no	unknown	83	2	0	no
46	management	single	primary	no	538	no	no	unknown	118	3	0	no
31	technician	married	secondary	no	-720	yes	no	unknown	638	16	0	no
30	self-employed	divorced	secondary	no	92	yes	no	unknown	78	10	0	no
58	management	married	primary	no	1136	no	no	unknown	65	3	0	no
36	management	married	tertiary	no	0	no	no	unknown	222	3	0	no
35	self-employed	married	tertiary	no	333	no	no	unknown	78	5	0	no
37	services	single	secondary	no	105	no	yes	unknown	260	4	0	no
49	blue-collar	married	secondary	no	-55	no	no	unknown	150	3	0	no
38	blue-collar	married	primary	no	1262	no	no	unknown	49	2	0	no
34	management	married	primary	no	2026	yes	no	unknown	100	8	0	no
56	blue-collar	married	primary	no	1046	no	yes	unknown	329	13	0	no
44	management	married	tertiary	no	3091	yes	no	unknown	331	4	0	no
37	housemaid	single	primary	no	1088	no	no	unknown	131	2	0	no
45	blue-collar	married	primary	no	866	no	no	unknown	319	8	0	no
35	management	single	tertiary	no	1374	no	no	unknown	45	2	0	no
49	entrepreneur	married	secondary	no	27	no	no	unknown	131	6	0	no
50	management	married	tertiary	no	0	no	no	unknown	117	3	0	no
45	housemaid	married	secondary	no	698	yes	no	unknown	160	4	0	no
48	blue-collar	married	primary	no	0	no	no	unknown	104	2	0	no
55	retired	married	secondary	no	466	no	no	unknown	287	4	0	no
37	services	single	tertiary	no	718	no	no	unknown	43	1	0	no
50	retired	married	primary	no	1098	no	no	unknown	168	1	0	no
59	retired	married	primary	no	0	no	no	unknown	192	1	0	no
39	blue-collar	married	secondary	no	123	no	no	unknown	110	1	0	no
38	technician	single	tertiary	no	2496	no	no	unknown	193	1	0	no
43	housemaid	single	primary	no	103	no	no	unknown	198	1	0	no
35	services	single	secondary	no	361	no	no	unknown	256	1	0	no
41	technician	married	secondary	no	1385	no	no	unknown	145	1	0	no
41	management	married	tertiary	no	676	no	no	unknown	78	1	0	no
37	blue-collar	married	secondary	no	426	no	no	unknown	285	1	0	no
41	technician	married	secondary	no	130	no	no	unknown	160	3	0	no
60	management	married	primary	no	0	no	no	unknown	442	1	0	no
48	admin.	single	secondary	no	-58	no	no	unknown	123	1	0	no
55	technician	married	tertiary	no	2512	yes	no	unknown	166	1	0	no
61	retired	married	secondary	no	296	no	no	unknown	18	1	0	no
54	blue-collar	single	unknown	no	6622	no	no	unknown	83	1	0	no
49	management	married	tertiary	no	391	no	no	unknown	128	1	0	no
39	blue-collar	married	primary	no	1564	no	no	unknown	57	1	0	no
48	blue-collar	married	primary	no	1670	no	no	unknown	145	1	0	no
47	unemployed	married	secondary	no	3287	yes	yes	unknown	126	1	0	no
50	admin.	married	secondary	yes	-437	yes	yes	unknown	83	1	0	no
49	services	married	secondary	no	494	no	no	unknown	196	4	0	no
41	management	married	tertiary	no	1234	no	no	unknown	68	1	0	no
48	admin.	single	primary	no	1078	no	no	unknown	75	1	0	no
55	management	single	tertiary	no	854	yes	yes	unknown	98	4	0	no
53	retired	married	secondary	no	1296	yes	no	unknown	115	1	0	no
57	retired	married	primary	no	7938	no	no	unknown	133	1	0	no
34	blue-collar	single	primary	no	2040	no	no	unknown	509	4	0	no
60	blue-collar	married	primary	no	686	yes	no	unknown	147	2	0	no
57	retired	married	primary	no	5799	no	no	unknown	97	1	0	no
36	admin.	single	secondary	no	810	yes	no	unknown	296	1	0	no
42	entrepreneur	married	tertiary	no	1068	yes	no	unknown	70	8	0	no
37	services	single	secondary	no	3	no	no	unknown	527	1	0	no
36	self-employed	single	secondary	no	652	no	no	unknown	187	1	0	no
50	blue-collar	married	primary	no	2190	no	no	unknown	269	1	0	no
45	retired	divorced	secondary	no	1735	no	yes	unknown	306	1	0	no
47	management	married	secondary	no	2892	no	no	unknown	556	1	0	yes
43	management	married	tertiary	no	439	no	no	unknown	71	1	0	no
59	retired	divorced	primary	no	2516	no	no	unknown	404	1	0	no
46	housemaid	divorced	primary	no	2291	no	no	unknown	218	1	0	no
48	management	married	tertiary	no	2837	no	no	unknown	69	1	0	no
59	housemaid	divorced	secondary	no	0	no	no	unknown	98	1	0	no
46	unknown	married	tertiary	no	5837	no	no	unknown	71	1	0	no
35	technician	married	unknown	no	3	yes	yes	unknown	124	23	0	no
60	retired	single	tertiary	no	568	no	no	unknown	81	1	0	no
38	services	married	primary	no	175	no	no	unknown	132	2	0	no
49	retired	single	primary	no	25824	no	no	unknown	94	1	0	no
57	housemaid	married	primary	no	1870	no	no	unknown	129	1	0	no
44	housemaid	married	tertiary	no	460	no	no	unknown	491	1	0	no
55	management	married	primary	no	1446	no	no	unknown	135	1	0	no
46	housemaid	married	primary	no	17	no	no	unknown	72	1	0	no
55	blue-collar	married	primary	no	0	no	no	unknown	285	1	0	no
47	blue-collar	married	primary	no	145	no	no	unknown	255	1	0	no
38	blue-collar	married	primary	no	6091	no	no	unknown	189	1	0	no
38	services	married	secondary	no	250	no	no	unknown	72	1	0	no
45	blue-collar	married	secondary	no	530	no	yes	unknown	705	1	0	no
46	management	married	secondary	no	5559	no	no	unknown	483	1	0	no
36	blue-collar	married	primary	no	214	no	no	unknown	423	1	0	no
38	admin.	married	secondary	no	505	yes	yes	unknown	48	2	0	no
47	technician	divorced	secondary	no	431	no	yes	unknown	388	9	0	no
53	housemaid	married	secondary	no	1060	no	no	unknown	107	4	0	no
37	self-employed	single	tertiary	no	1116	no	no	unknown	184	1	0	no
42	services	divorced	unknown	no	651	no	no	unknown	61	1	0	no
39	technician	single	secondary	no	2910	yes	no	unknown	157	5	0	no
58	blue-collar	married	primary	no	73	no	no	unknown	116	1	0	no
56	blue-collar	married	primary	no	0	no	no	unknown	82	2	0	no
51	housemaid	divorced	primary	no	336	no	no	unknown	105	1	0	no
47	unknown	married	unknown	no	1728	no	no	unknown	98	1	0	no
37	blue-collar	single	secondary	no	5818	no	no	unknown	652	2	0	no
58	technician	married	secondary	no	592	no	no	unknown	206	1	0	no
40	technician	divorced	tertiary	no	0	no	no	unknown	522	1	0	yes
50	management	single	primary	no	766	no	no	unknown	174	2	0	no
38	blue-collar	married	secondary	no	5092	yes	no	unknown	145	6	0	no
55	blue-collar	married	primary	no	11	no	no	unknown	150	2	0	no
38	blue-collar	married	primary	no	246	no	no	unknown	91	2	0	no
40	admin.	married	primary	no	0	yes	no	unknown	77	1	0	no
40	admin.	married	secondary	no	35	no	no	unknown	78	1	0	no
58	blue-collar	married	secondary	no	544	no	no	unknown	97	1	0	no
43	entrepreneur	divorced	tertiary	no	1756	no	no	unknown	89	1	0	no
38	blue-collar	married	secondary	no	702	no	no	unknown	92	2	0	no
36	blue-collar	single	primary	no	2491	no	yes	unknown	168	2	0	no
58	retired	divorced	secondary	no	0	no	no	unknown	436	5	0	no
53	blue-collar	married	secondary	no	1653	no	no	unknown	88	2	0	no
46	unknown	single	secondary	no	0	no	no	unknown	156	4	0	no
46	blue-collar	married	secondary	no	1270	yes	no	unknown	277	1	0	no
48	blue-collar	married	secondary	no	1562	no	no	unknown	50	2	0	no
44	management	divorced	tertiary	no	1467	no	no	unknown	49	1	0	no
44	blue-collar	married	secondary	no	1678	yes	no	unknown	120	1	0	no
37	housemaid	married	secondary	no	942	no	no	unknown	79	1	0	no
45	blue-collar	married	secondary	no	521	yes	no	unknown	259	3	0	no
44	management	married	primary	no	2276	yes	no	unknown	321	1	0	no
35	technician	single	tertiary	no	5251	yes	no	unknown	176	15	0	no
53	technician	divorced	secondary	no	305	no	yes	unknown	192	1	0	no
45	housemaid	married	primary	no	3	yes	yes	unknown	128	1	0	no
35	admin.	married	secondary	yes	76	no	yes	unknown	107	1	0	no
37	housemaid	divorced	primary	no	608	no	no	unknown	108	1	0	no
36	management	married	tertiary	no	531	yes	no	unknown	187	2	0	no
38	blue-collar	divorced	secondary	no	2641	no	no	unknown	67	1	0	no
35	technician	married	secondary	no	1255	no	no	unknown	445	2	0	no
37	blue-collar	married	secondary	no	647	yes	no	unknown	41	1	0	no
36	management	married	secondary	no	1989	no	no	unknown	344	2	0	no
51	blue-collar	divorced	primary	no	886	no	no	unknown	167	1	0	no
38	blue-collar	single	tertiary	no	18	no	no	unknown	605	5	0	no
36	admin.	single	tertiary	no	1568	no	no	unknown	433	2	0	no
43	blue-collar	married	primary	no	103	yes	no	unknown	179	2	0	no
48	management	single	tertiary	no	1437	yes	yes	unknown	34	2	0	no
45	housemaid	married	primary	yes	0	no	yes	unknown	161	1	0	no
60	housemaid	married	primary	no	352	no	yes	unknown	81	2	0	no
56	management	divorced	secondary	no	278	yes	no	unknown	269	1	0	no
40	blue-collar	married	primary	no	-158	yes	yes	unknown	59	1	0	no
43	self-employed	married	secondary	no	104	no	no	unknown	332	1	0	no
39	management	single	secondary	no	1103	no	no	unknown	24	1	0	no
53	blue-collar	married	primary	no	1100	yes	no	unknown	714	2	0	no
44	blue-collar	married	primary	no	711	no	no	unknown	291	1	0	no
48	services	married	secondary	no	7434	no	no	unknown	986	1	0	no
49	retired	divorced	primary	no	150	no	no	unknown	254	1	0	no
32	services	single	secondary	no	914	yes	no	unknown	236	2	0	no
50	management	married	tertiary	no	557	yes	no	unknown	200	4	0	no
38	blue-collar	married	unknown	no	5830	no	no	unknown	176	3	0	no
50	housemaid	married	tertiary	no	6181	no	no	unknown	1162	2	0	no
38	technician	single	tertiary	no	110	no	no	unknown	1051	3	0	yes
59	management	divorced	tertiary	no	0	no	no	unknown	437	2	0	no
52	housemaid	divorced	secondary	no	334	yes	no	unknown	422	9	0	no
59	retired	married	secondary	no	3	no	no	unknown	1199	2	0	no
44	housemaid	married	primary	no	3706	no	no	unknown	209	3	0	no
37	unemployed	married	secondary	no	830	no	no	unknown	292	3	0	no
40	blue-collar	married	primary	no	-616	yes	no	unknown	370	2	0	no
44	technician	divorced	secondary	no	268	no	no	unknown	108	6	0	no
35	blue-collar	married	unknown	no	53	no	no	unknown	495	2	0	no
59	retired	married	secondary	no	2703	no	yes	unknown	249	2	0	no
38	student	single	tertiary	no	3316	no	no	unknown	1345	3	0	yes
41	blue-collar	married	primary	no	402	no	no	unknown	114	17	0	no
41	services	married	secondary	no	1483	yes	no	unknown	66	4	0	no
57	services	married	secondary	no	2745	yes	no	unknown	167	2	0	no
35	entrepreneur	single	tertiary	no	-49	no	no	unknown	668	8	0	no
55	services	married	secondary	no	752	no	no	unknown	204	2	0	no
42	student	married	unknown	no	2374	no	no	unknown	158	2	0	no
36	services	single	secondary	no	99	no	no	unknown	256	9	0	no
40	management	married	secondary	no	106	no	no	unknown	676	2	0	yes
36	technician	married	tertiary	no	404	no	no	unknown	63	2	0	no
39	blue-collar	married	secondary	no	2239	no	no	unknown	133	2	0	no
37	management	married	tertiary	no	1170	no	yes	unknown	153	3	0	no
38	management	married	tertiary	no	12877	no	no	unknown	118	3	0	no
31	services	married	secondary	no	440	yes	no	unknown	117	3	0	no
36	entrepreneur	divorced	secondary	no	251	no	no	unknown	59	6	0	no
39	self-employed	married	secondary	no	1317	no	no	unknown	42	4	0	no
49	admin.	married	secondary	no	652	no	yes	unknown	127	2	0	no
48	management	divorced	secondary	no	720	yes	no	unknown	277	2	0	no
40	housemaid	married	primary	no	322	no	no	unknown	140	2	0	no
30	services	married	unknown	no	4471	yes	no	unknown	424	2	0	no
48	management	married	tertiary	no	6613	no	no	unknown	159	3	0	no
39	blue-collar	married	primary	no	2303	yes	no	unknown	775	3	0	yes
44	blue-collar	single	primary	no	99	no	no	unknown	187	7	0	no
34	technician	single	secondary	no	-269	yes	no	unknown	102	3	0	no
53	blue-collar	single	primary	no	354	yes	no	unknown	96	2	0	no
37	self-employed	single	tertiary	no	556	no	no	unknown	200	2	0	no
49	unemployed	married	secondary	no	4110	no	no	unknown	50	2	0	no
56	blue-collar	married	secondary	no	2409	no	no	unknown	173	2	0	no
48	technician	married	secondary	no	178	yes	no	unknown	320	4	0	no
38	blue-collar	married	primary	no	265	no	no	unknown	854	3	0	no
36	housemaid	married	primary	no	758	no	no	unknown	236	2	0	no
39	technician	married	secondary	no	-184	no	yes	unknown	185	3	0	no
59	services	married	primary	no	124	no	no	unknown	41	2	0	no
56	retired	married	primary	no	1126	no	no	unknown	39	3	0	no
49	unknown	single	tertiary	no	2226	no	no	unknown	138	3	0	no
37	services	divorced	secondary	no	9	yes	yes	unknown	411	6	0	no
51	technician	married	tertiary	no	1911	yes	yes	unknown	394	3	0	no
51	self-employed	divorced	tertiary	no	5244	no	no	unknown	266	2	0	no
